pa, pp, ta, tp
the criminal manager prepares the meal .,the meal is prepared by the criminal manager .,a minister judged a chief .,a chief was judged by a minister .
the english employee comforts the professor .,the professor is comforted by the english employee .,a minister judged a chief .,a chief was judged by a minister .
the powerful scientist comforts the lady .,the lady is comforted by the powerful scientist .,a minister judged a chief .,a chief was judged by a minister .
the dumb champion catches the juice .,the juice is caught by the dumb champion .,a minister judged a chief .,a chief was judged by a minister .
the creative daughter removes the bowl .,the bowl is removed by the creative daughter .,a minister judged a chief .,a chief was judged by a minister .
the calm daughter hurries the actress .,the actress is hurried by the calm daughter .,a minister judged a chief .,a chief was judged by a minister .
a spanish child embraces a mother .,a mother is embraced by a spanish child .,the champion dragged the crystal .,the crystal was dragged by the champion .
a generous prince bothers a cousin .,a cousin is bothered by a generous prince .,the champion dragged the crystal .,the crystal was dragged by the champion .
a sick student carries a bowl .,a bowl is carried by a sick student .,the champion dragged the crystal .,the crystal was dragged by the champion .
an english employee understands an opponent .,an opponent is understood by an english employee .,the champion dragged the crystal .,the crystal was dragged by the champion .
a blind mayor leads an administration .,an administration is led by a blind mayor .,the champion dragged the crystal .,the crystal was dragged by the champion .
a jewish chief drinks a coffee .,a coffee is drunk by a jewish chief .,the champion dragged the crystal .,the crystal was dragged by the champion .
a guilty singer eats a chicken .,a chicken is eaten by a guilty singer .,the champion dragged the crystal .,the crystal was dragged by the champion .
a hungry colonel accepts a box .,a box is accepted by a hungry colonel .,the champion dragged the crystal .,the crystal was dragged by the champion .
an american administration wants a juice .,a juice is wanted by an american administration .,the champion dragged the crystal .,the crystal was dragged by the champion .
a blind girl kisses an employer .,an employer is kissed by a blind girl .,the champion dragged the crystal .,the crystal was dragged by the champion .
the italian administration uses the plate .,the plate is used by the italian administration .,a winner beat a daughter .,a daughter was beaten by a winner .
the tough manager tastes the candy .,the candy is tasted by the tough manager .,a winner beat a daughter .,a daughter was beaten by a winner .
the nice cousin selects the captain .,the captain is selected by the nice cousin .,a winner beat a daughter .,a daughter was beaten by a winner .
the illegal actor joins the worker .,the worker is joined by the illegal actor .,a winner beat a daughter .,a daughter was beaten by a winner .
the brilliant king leaves the glass .,the glass is left by the brilliant king .,a winner beat a daughter .,a daughter was beaten by a winner .
the excellent attorney drags the instrument .,the instrument is dragged by the excellent attorney .,a winner beat a daughter .,a daughter was beaten by a winner .
the kind boy selects the chicken .,the chicken is selected by the kind boy .,a winner beat a daughter .,a daughter was beaten by a winner .
the poor soldier helps the husband .,the husband is helped by the poor soldier .,a winner beat a daughter .,a daughter was beaten by a winner .
the guilty prince chases the singer .,the singer is chased by the guilty prince .,a winner beat a daughter .,a daughter was beaten by a winner .
the strong nurse washes the boy .,the boy is washed by the strong nurse .,a winner beat a daughter .,a daughter was beaten by a winner .
a curious captain judges a club .,a club is judged by a curious captain .,the prince followed the king .,the king was followed by the prince .
an american attorney smells a tea .,a tea is smelled by an american attorney .,the prince followed the king .,the king was followed by the prince .
a strong man tastes a cheese .,a cheese is tasted by a strong man .,the prince followed the king .,the king was followed by the prince .
a helpful reader helps a cousin .,a cousin is helped by a helpful reader .,the prince followed the king .,the king was followed by the prince .
a tired corporation purchases a knife .,a knife is purchased by a tired corporation .,the prince followed the king .,the king was followed by the prince .
a beautiful cop raises a machine .,a machine is raised by a beautiful cop .,the prince followed the king .,the king was followed by the prince .
a helpful student removes a coat .,a coat is removed by a helpful student .,the prince followed the king .,the king was followed by the prince .
an eager adult grabs a lady .,a lady is grabbed by an eager adult .,the prince followed the king .,the king was followed by the prince .
a patient hero removes a bowl .,a bowl is removed by a patient hero .,the prince followed the king .,the king was followed by the prince .
a tiny business purchases a salad .,a salad is purchased by a tiny business .,the prince followed the king .,the king was followed by the prince .
an important aunt grabs a manager .,a manager is grabbed by an important aunt .,the prince forgave the author .,the author was forgiven by the prince .
a fair mayor kisses a winner .,a winner is kissed by a fair mayor .,the prince forgave the author .,the author was forgiven by the prince .
