ppo, pdo, tpo, tdo
a tired brother showed a tea to a scientist .,a tired brother showed a scientist a tea .,the student bought the bell for the employer .,the student bought the employer the bell .
a dangerous woman brought a cheese to a band .,a dangerous woman brought a band a cheese .,the student bought the bell for the employer .,the student bought the employer the bell .
a special colonel brought a tea to a business .,a special colonel brought a business a tea .,the student bought the bell for the employer .,the student bought the employer the bell .
a helpful president took a telephone to a father .,a helpful president took a father a telephone .,the student bought the bell for the employer .,the student bought the employer the bell .
a sweet guest brought a guitar to a wife .,a sweet guest brought a wife a guitar .,the student bought the bell for the employer .,the student bought the employer the bell .
a chinese friend supplied a candy to a corporation .,a chinese friend supplied a corporation a candy .,the student bought the bell for the employer .,the student bought the employer the bell .
a strange partner fed a meal to a child .,a strange partner fed a child a meal .,the student bought the bell for the employer .,the student bought the employer the bell .
the patient buddy brought the salad to the army .,the patient buddy brought the army the salad .,a singer left a juice for a company .,a singer left a company a juice .
the modern buddy supplied the chocolate to the son .,the modern buddy supplied the son the chocolate .,a singer left a juice for a company .,a singer left a company a juice .
the generous secretary showed the meal to the child .,the generous secretary showed the child the meal .,a singer left a juice for a company .,a singer left a company a juice .
the beautiful cousin brought the book to the army .,the beautiful cousin brought the army the book .,a singer left a juice for a company .,a singer left a company a juice .
the evil aunt threw the bowl to the lawyer .,the evil aunt threw the lawyer the bowl .,a singer left a juice for a company .,a singer left a company a juice .
the young priest sold the cheese to the reader .,the young priest sold the reader the cheese .,a singer left a juice for a company .,a singer left a company a juice .
the religious teacher brought the plate to the club .,the religious teacher brought the club the plate .,a singer left a juice for a company .,a singer left a company a juice .
the tall secretary gave the chicken to the president .,the tall secretary gave the president the chicken .,a singer left a juice for a company .,a singer left a company a juice .
the curious partner sent the meal to the lawyer .,the curious partner sent the lawyer the meal .,a singer left a juice for a company .,a singer left a company a juice .
the innocent champion sold the beer to the adult .,the innocent champion sold the adult the beer .,a singer left a juice for a company .,a singer left a company a juice .
a modest scientist caught a glass for a nurse .,a modest scientist caught a nurse a glass .,the kid sent the tea to the company .,the kid sent the company the tea .
a nice man left a chicken for a doctor .,a nice man left a doctor a chicken .,the kid sent the tea to the company .,the kid sent the company the tea .
a reliable club designed a television for an army .,a reliable club designed an army a television .,the kid sent the tea to the company .,the kid sent the company the tea .
an athletic actress found a cigarette for a band .,an athletic actress found a band a cigarette .,the kid sent the tea to the company .,the kid sent the company the tea .
a handsome prince found a chicken for an administration .,a handsome prince found an administration a chicken .,the kid sent the tea to the company .,the kid sent the company the tea .
an evil actress found a hat for a club .,an evil actress found a club a hat .,the kid sent the tea to the company .,the kid sent the company the tea .
a brave soldier purchased a candy for an administration .,a brave soldier purchased an administration a candy .,the kid sent the tea to the company .,the kid sent the company the tea .
an emotional employee made a box for an administration .,an emotional employee made an administration a box .,the kid sent the tea to the company .,the kid sent the company the tea .
