ppo, pdo, tpo, tdo
the scientist drew the key for the buddy .,the scientist drew the buddy the key .,a busy guest promised a log to an opponent .,a busy guest promised an opponent a log .
the worker left the chicken for the father .,the worker left the father the chicken .,a tired guest promised a log to an opponent .,a tired guest promised an opponent a log .
the teacher designed the bag for the cousin .,the teacher designed the cousin the bag .,a loud guest promised a log to an opponent .,a loud guest promised an opponent a log .
the employer found the card for the hero .,the employer found the hero the card .,a sensitive guest promised a log to an opponent .,a sensitive guest promised an opponent a log .
the son left the juice for the club .,the son left the club the juice .,a catholic guest promised a log to an opponent .,a catholic guest promised an opponent a log .
the employer got the knife for the band .,the employer got the band the knife .,a busy guest promised a log to an opponent .,a busy guest promised an opponent a log .
the cop caught the telephone for the professor .,the cop caught the professor the telephone .,a ordinary guest promised a log to an opponent .,a ordinary guest promised an opponent a log .
the minister delivered the salad for the boy .,the minister delivered the boy the salad .,a lonely guest promised a log to an opponent .,a lonely guest promised an opponent a log .
a champion threw a pie to a parent .,a champion threw a parent a pie .,the religious student delivered the glass for the aunt .,the religious student delivered the aunt the glass .
a sheriff showed a tea to an army .,a sheriff showed an army a tea .,the crazy student delivered the glass for the aunt .,the crazy student delivered the aunt the glass .
a daughter promised a candy to a lawyer .,a daughter promised a lawyer a candy .,the strange student delivered the glass for the aunt .,the strange student delivered the aunt the glass .
a cop sold a coat to a business .,a cop sold a business a coat .,the glad student delivered the glass for the aunt .,the glad student delivered the aunt the glass .
a brother sold a cheese to a guest .,a brother sold a guest a cheese .,the serious student delivered the glass for the aunt .,the serious student delivered the aunt the glass .
an employee sold a chicken to a worker .,an employee sold a worker a chicken .,the blind student delivered the glass for the aunt .,the blind student delivered the aunt the glass .
a winner sold a coffee to an administration .,a winner sold an administration a coffee .,the bad student delivered the glass for the aunt .,the bad student delivered the aunt the glass .
a secretary supplied a box to a nurse .,a secretary supplied a nurse a box .,the tough student delivered the glass for the aunt .,the tough student delivered the aunt the glass .
a king promised a chocolate to a sheriff .,a king promised a sheriff a chocolate .,the holy student delivered the glass for the aunt .,the holy student delivered the aunt the glass .
a lady fed a chocolate to a doctor .,a lady fed a doctor a chocolate .,the special student delivered the glass for the aunt .,the special student delivered the aunt the glass .
the president caught the iron for the cop .,the president caught the cop the iron .,a wise priest supplied a plate to a friend .,a wise priest supplied a friend a plate .
the champion left the beer for the administration .,the champion left the administration the beer .,a jewish priest supplied a plate to a friend .,a jewish priest supplied a friend a plate .
the reader made the anchor for the administration .,the reader made the administration the anchor .,a dumb priest supplied a plate to a friend .,a dumb priest supplied a friend a plate .
the nurse found the juice for the child .,the nurse found the child the juice .,a funny priest supplied a plate to a friend .,a funny priest supplied a friend a plate .
the reader delivered the beer for the physician .,the reader delivered the physician the beer .,a loving priest supplied a plate to a friend .,a loving priest supplied a friend a plate .
the captain drew the ball for the band .,the captain drew the band the ball .,a hungry priest supplied a plate to a friend .,a hungry priest supplied a friend a plate .
the man saved the juice for the business .,the man saved the business the juice .,a curious priest supplied a plate to a friend .,a curious priest supplied a friend a plate .
