pa, pp, ta, tp
a physician raises a coffee .,a coffee is raised by a physician .,a physician raises a coffee .,a coffee is raised by a physician .
an attorney describes a cheese .,a cheese is described by an attorney .,an attorney describes a cheese .,a cheese is described by an attorney .
a writer accepts a flower .,a flower is accepted by a writer .,a writer accepts a flower .,a flower is accepted by a writer .
an employee washes a camera .,a camera is washed by an employee .,an employee washes a camera .,a camera is washed by an employee .
a cousin breaks a wire .,a wire is broken by a cousin .,a cousin breaks a wire .,a wire is broken by a cousin .
an attorney grabs an instrument .,an instrument is grabbed by an attorney .,an attorney grabs an instrument .,an instrument is grabbed by an attorney .
an administration protects an uncle .,an uncle is protected by an administration .,an administration protects an uncle .,an uncle is protected by an administration .
a son accepts a log .,a log is accepted by a son .,a son accepts a log .,a log is accepted by a son .
a woman forgives a corporation .,a corporation is forgiven by a woman .,a woman forgives a corporation .,a corporation is forgiven by a woman .
a secretary wants a camera .,a camera is wanted by a secretary .,a secretary wants a camera .,a camera is wanted by a secretary .
a colonel catches a coffee .,a coffee is caught by a colonel .,a colonel catches a coffee .,a coffee is caught by a colonel .
a priest chases a physician .,a physician is chased by a priest .,a priest chases a physician .,a physician is chased by a priest .
a reader protects a bishop .,a bishop is protected by a reader .,a reader protects a bishop .,a bishop is protected by a reader .
a company wants a newspaper .,a newspaper is wanted by a company .,a company wants a newspaper .,a newspaper is wanted by a company .
an uncle surprises an attorney .,an attorney is surprised by an uncle .,an uncle surprises an attorney .,an attorney is surprised by an uncle .
an aunt forgets a crystal .,a crystal is forgotten by an aunt .,an aunt forgets a crystal .,a crystal is forgotten by an aunt .
a worker surprises a professor .,a professor is surprised by a worker .,a worker surprises a professor .,a professor is surprised by a worker .
a priest accepts a plate .,a plate is accepted by a priest .,a priest accepts a plate .,a plate is accepted by a priest .
a candidate purchases a cheese .,a cheese is purchased by a candidate .,a candidate purchases a cheese .,a cheese is purchased by a candidate .
a champion breaks a television .,a television is broken by a champion .,a champion breaks a television .,a television is broken by a champion .
a candidate kills a guest .,a guest is killed by a candidate .,a candidate kills a guest .,a guest is killed by a candidate .
a chief judges a company .,a company is judged by a chief .,a chief judges a company .,a company is judged by a chief .
a soldier describes a husband .,a husband is described by a soldier .,a soldier describes a husband .,a husband is described by a soldier .
a brother teaches a buddy .,a buddy is taught by a brother .,a brother teaches a buddy .,a buddy is taught by a brother .
a friend judges a winner .,a winner is judged by a friend .,a friend judges a winner .,a winner is judged by a friend .
a writer forgives an employer .,an employer is forgiven by a writer .,a writer forgives an employer .,an employer is forgiven by a writer .
a leader purchases a telephone .,a telephone is purchased by a leader .,a leader purchases a telephone .,a telephone is purchased by a leader .
a scientist asks an administration .,an administration is asked by a scientist .,a scientist asks an administration .,an administration is asked by a scientist .
a cousin removes a machine .,a machine is removed by a cousin .,a cousin removes a machine .,a machine is removed by a cousin .
a buddy kisses an actress .,an actress is kissed by a buddy .,a buddy kisses an actress .,an actress is kissed by a buddy .
a winner collects a flower .,a flower is collected by a winner .,a winner collects a flower .,a flower is collected by a winner .
a mayor joins a business .,a business is joined by a mayor .,a mayor joins a business .,a business is joined by a mayor .
a professor eats a chocolate .,a chocolate is eaten by a professor .,a professor eats a chocolate .,a chocolate is eaten by a professor .
a club uses an anchor .,an anchor is used by a club .,a club uses an anchor .,an anchor is used by a club .
an actor washes a bell .,a bell is washed by an actor .,an actor washes a bell .,a bell is washed by an actor .
an author describes a juice .,a juice is described by an author .,an author describes a juice .,a juice is described by an author .
a woman destroys a knife .,a knife is destroyed by a woman .,a woman destroys a knife .,a knife is destroyed by a woman .
a leader punches a lady .,a lady is punched by a leader .,a leader punches a lady .,a lady is punched by a leader .
a buddy selects a television .,a television is selected by a buddy .,a buddy selects a television .,a television is selected by a buddy .
a king removes a wire .,a wire is removed by a king .,a king removes a wire .,a wire is removed by a king .
a hero hurries a woman .,a woman is hurried by a hero .,a hero hurries a woman .,a woman is hurried by a hero .
a son grabbed a priest .,a priest was grabbed by a son .,a son grabbed a priest .,a priest was grabbed by a son .
a brother judged a woman .,a woman was judged by a brother .,a brother judged a woman .,a woman was judged by a brother .
a girl broke a bell .,a bell was broken by a girl .,a girl broke a bell .,a bell was broken by a girl .
an actor hurried a chief .,a chief was hurried by an actor .,an actor hurried a chief .,a chief was hurried by an actor .
a husband embraced a candidate .,a candidate was embraced by a husband .,a husband embraced a candidate .,a candidate was embraced by a husband .
a parent surprised a partner .,a partner was surprised by a parent .,a parent surprised a partner .,a partner was surprised by a parent .
